tweet_id,customer_text,gold_intent,notes,source
1101688,Hey @115850. Haven't been able to place any orders since morning. Tried different products &amp; payment methods. Please help.,technical_support,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1141944,@AmazonHelp It's already 48 hours and still I don't have any update of my order. deliver my order or refund my money but don't test my patience,delivery_delay,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
109782,"Probably going to cancel my @115821 prime account. Their ""couriers"" aren't reliable and some sellers don't even ship products out. (Still waiting for a sweater I ordered a month ago) Going back to brick and mortar stores.",prime_membership,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1173909,"@AmazonHelp hi, you've cancelled and refunded my order of £16.15 without asking me. To reorder will cost me £20.48 - bit of a piss take no 🤔",refund_request,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1137351,@AmazonHelp No resolution yet! Where is my money? #Amazonfraud,refund_request,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1013787,"@AmazonHelp will do, I'll let you know when the refund arrives :-)",refund_request,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1179694,@AmazonHelp I don’t want a refund I just want a different card,other_unclear,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1047243,"@AmazonHelp Yes, between shioty online and phone customer service and being double charged for an item, I will no longer be using your services, ever.",refund_request,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1082937,@AmazonHelp hi trying to cancel a preorder for a book but its not letting me. click cancellation reason then confirm but it reloads the page,cancellation_request,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1100529,"@115821 if I paid the extra $9 for Saturday shipping and UPS now tells me I won’t get my order until Monday, will I be refunded?",refund_request,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1020921,At least mine wasn’t like @240444 ? @240445 It was packed even worse in the yellow paper slip though. Late and damaged @115821,damaged_item,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1072546,@AmazonHelp I was promised a refund of bank fees and 4 purchases from 10/14. The refund was promised to be in my account on 10/20,refund_request,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1156186,"@AmazonHelp En la app me pone ahora retroprogramado, así q llegará mñn. Thanks",delivery_delay,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
111945,El servicio de Amazon Prime deja bastante que desear. Las entregas en un día o dos se convierten en entregas de una semana. Lamentable. Para esto pagamos un servicio... @116928,prime_membership,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1083821,"@115821 / @AmazonHelp - Two day delivery is the promise, not “two days + processing + transit time.” Feeling like a 2nd class Prime member.",prime_membership,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1004599,@AmazonHelp Account has been on hold for what seems like forever (a year) 😩 I wanna Christmas shoppppppp,account_access,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1155134,@AmazonHelp stayed at home all day to receive a next day amazon prime delivery and nothing has arrived. A refund on my sub please 😡,refund_request,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1041643,@AmazonHelp I've disputed charges from you and you've said I would be contacted by act. Spec. No contact. You deleted my Prime. What gives?,refund_request,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1155151,"@115830 had order damaged in transit, how do I sort out refunding / redelivery please?",damaged_item,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1354457,@AmazonHelp Amazon account is registered with the mail - __email__,account_access,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
103083,"@AmazonHelp Tried it. Not helping. The link took me to a call which sent me a  replacement link.  I want to return the item and not replace it. Your app only has the option to replace. I want to buy it from @5903 directly. 
What do I do. Have someone call me now!!",technical_support,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1127963,@115830 why do you use DPD to deliver. Never arrives next day even though I have prime,delivery_delay,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1133492,"@115821 @115850 
@119625  @AmazonHelp 
I ordered my product before 6hrs &amp; I've my prime membership still its not shipped yet?why?!!",delivery_delay,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
115952,"@AmazonHelp Beides in der Amazon Shopping App Definition ja. 
Ich bestelle ja vier mal pro Woche bei euch. 

Aber könnte auch eine Einstellung aus dem USA Urlaub sein… 

In der prime video App kann ich das aber nicht verändern?",technical_support,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1146932,@AmazonHelp Yes! Only 1 account.,account_access,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1004411,@115821 my packages keep getting delayed and bounced around. What’s going on?!,delivery_delay,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1144977,@AmazonHelp Tracking status was updated on YOUR end but only way I found out was when package didn't arrive &amp; I went into order history. Not acceptable.,delivery_delay,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
1156252,@AmazonHelp Just opened a new screen protector for my phone and one of the screen protectors was already used 🤨🤔,other_unclear,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
110021,@AmazonHelp Die 7. Staffel von „Vier Frauen und ein Todesfall“ wäre auch mehr als wünschenswert ...,other_unclear,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
105080,@AmazonHelp Hatte bereits am Mittwoch ein Gespräch... keiner konnte mir bisher sagen warum ich (Prime Kunde) etwas per premiumversand bestelle das per Post rausgeht und nicht als kleines Priorität Päckchen versendet wird,prime_membership,Model-assisted label; not independently human-verified.,prepared_amazonhelp_dataset
