tweet_id,author_id,inbound,text,response_tweet_id,in_response_to_tweet_id,thread_id
105291,139223,True,@AmazonHelp I already tried this. It was denied.,,105289,105151
105148,139223,True,"@AmazonHelp But we could not have known it was the part until it was diagnosed. I have tried to claim under A-Z Guarantee but they are denying it because I received the part ""as described."" Except it is not as described, it's a piece if garbage that does not work.",,105146,105151
105149,139223,True,"@AmazonHelp We tried to issue for a refund, and return the part but both the seller and Amazon are not helping because it is outside of 30 days return.",,105146,105151
105150,139223,True,@AmazonHelp After the mechanic diagnosed one part defective we paid more than $700 in travel and repairs to replace the part we purchased from Amazon.,,105146,105151
105293,AmazonHelp,False,@139251 So sorry about this! Who is the courier delivering? Have you reached out to them for further insight on your delivery? Please let us know. We're here to help. ^AX,,105294,105294
105294,139251,True,"@115830 Your #AmazonPrime isnt worth the toilet paper that I flash down the toilet. Next day delivery guaranteed my #ass, My delivery been in transit since 26th Nov, need it before I leave the UK in a few days! whats the point of guarantee #wasteoftime #Amazon #crap #NoRespect",105293,,105294
105295,AmazonHelp,False,@138920 Qual è la data prevista di consegna? Consulta anche la nostra pagina d'aiuto relativa alle informazioni mancanti sulla tracciabilità:  ^EA,,105296,105296
105296,138920,True,@AmazonHelp Amazon dice di aver dato il pacco al corriere il corriere dice di non aver ricevuto il pacco 🤥,105295,,105296
105297,AmazonHelp,False,"@139252 This isn't what we expect, I'm truly sorry to hear of this! With Twitter, we cannot access account information. Please, give us a chance to address this and explore options via phone or chat here:  ^JE",105298,105299,105299
105298,139252,True,"@AmazonHelp The issue has been sorted, still not happy, but getting refunded",,105297,105299
105299,139252,True,"@115830  NOT happy that the delivery driver THREW our parcel over our fence no knock on the door, no note to say he’d been🤬🤬🤬 two Christmas presents ruined.",105297,,105299
105300,AmazonHelp,False,"@139253 Hello, June! Unfortunately, I am not able to initiate a direct message. Please initiate this on your end. We definitely want to help! ^RO",105301,105302,105309
105301,139253,True,@AmazonHelp Done,,105300,105309
105302,139253,True,"@AmazonHelp I tried for 3 hours yesterday! Same issue, no way to chat. Your app forces you to type contact number so they can call. I am not okay with this.

I tried again, just now. Same thing. No way to chat or email the issue. Please DM, I have an issue with a product I bought.",105300,105303,105309
105303,AmazonHelp,False,@139253 Sorry to see the Messaging Assistant is trying to push you towards a call back when it is not an appropriate time. This may be due to the particular issue you are messaging us about or there may be no chat agents available right now. Can you try again? ^MI,105302,105304,105309
105304,139253,True,@AmazonHelp Where?,105303,105305,105309
105305,AmazonHelp,False,"@139253 After you have entered your order inquiry, you should be prompted to select your preferred method of contacting our support team at the bottom. ^WM","105306,105304",105307,105309
105307,139253,True,@AmazonHelp Could you please tell me where is this option in app? I can see only two options in contact us. Call us and Chat with us.,105305,105308,105309
105308,AmazonHelp,False,@139253 Thank you for reaching out! You can reach us via e-mail by selecting the e-mail option here:  Hope it helps! ^NN,105307,105309,105309
105309,139253,True,@AmazonHelp your automated chat has only one option and that is to call and I cannot speak! Is there a way to email regarding an order I placed and no one from ups/usps came to pick it up? Your help would be appreciated. Thanks.,105308,,105309
107042,AmazonHelp,False,@139765 I'm sorry your order arrived in this condition Joe. You can find return/replacement options here:  ^VS,107043,107044,107044
107043,139765,True,@AmazonHelp Yeah.....don’t think you will be able to replace fingerlings...just warn people not to throw stuff in a huge box all together with no protection. Sill love ya just disappointed!,107045,107042,107044
107045,AmazonHelp,False,"@139765 Understood, thank you for your patience. ^JR",,107043,107044
107044,139765,True,I love @115821 but you did me wrong today. Sent me a package and half of the products inside where crushed.....ugh. Nothing like giving smashed Christmas presents out.,107042,,107044
107227,AmazonHelp,False,"@127769 I'm sorry to hear about your missing order! We can't view your account details on Twitter, but would still like to investigate this for you. When you have a moment, please reach us via phone or chat here:  ^JS",107228,107229,107229
107228,127769,True,@AmazonHelp I should be getting a refund and credit for this. Instead I now how to completely reorder my item (which I’ve already waited a week for off of Amazon Prime Shipping) wait for money to be put back in my account and then wait even longer for my stuff to come just to pay again.,,107227,107229
107229,127769,True,Hey @115821 can you guys find what I ordered please? Thank you. This was supposed to be here Monday and now it’s lost. Super cool.,107227,,107229
107230,AmazonHelp,False,"@139815 Did we give any reason as to why the deliveries were failed or missing, James? We'd like to help, but need more information. ^MT",,107231,107233
107231,139815,True,@AmazonHelp Nothing was next day even though I had prime. Deliveries went missing and failed. And today two items delivered and one wasnt for no reason. Two days in a row,107230,107232,107233
107232,AmazonHelp,False,"@139815 I'm sorry to hear about the experience you've had with us! Please give us another chance to help you. Without providing your account details, can you give us more information on the issue you're having? ^JS",107231,107233,107233
107233,139815,True,@AmazonHelp so much for service? screw all your deliveries. Then proceed to be the rudest customer service explaining sometimes the drivers decide to not deliver. sarcastically end the conversation and delete the chat. Beyond annoyed. Prime is so great now,107232,,107233
107234,AmazonHelp,False,@139816 This isn't the experience we want for our cusotmers. Who was the carrier listed for the order as shown on this page:  ^DO,107235,107236,107236
107235,139816,True,@AmazonHelp It was delivered by Amazon Shipping.,107237,107234,107236
107237,AmazonHelp,False,@139816 I'm very sorry to hear this! This is not what we expect from our drivers. I would like a Social Media specialist to look into this further. Please provide the information that is requested here:  so we can get this escalated. ^ZW,,107235,107236
107236,139816,True,"Today I had an @115830  delivery driver break into my locked garage to deliver my parcel... Points for determination, but negative points for breaking and entering.
#whatweretheythinking",107234,,107236
107238,AmazonHelp,False,"@139817 It's not uncommon for items to ship the same day they're delivered. However, if you haven't received your items by 8:00PM tonight, please contact us by phone or chat here:  ^AC",107239,107240,107240
107239,139817,True,@AmazonHelp Always helpful! This is why I continue to shop with you guys.,107241,107238,107240
107241,139818,True,@139817 @AmazonHelp I had my stream deck saying delivery by 8pm. And then I had to wait on the phone forever but they ended up sending it over via Amazon now. And I got it around 10 pm but they did their best 👏,107242,107239,107240
107242,139817,True,"@139818 @AmazonHelp Oh they dropped the ball hard on my streamdeck. It was shipped, then it wasn’t, then it shipped and got pushed back a day, then I got a call that my delivery was early and I needed to be there since they can’t leave it in my gated entry way lol","107243,107244",107241,107240
107243,AmazonHelp,False,@139817 I'm sorry for the trouble with your order! Please reach out to us through the link ^AC provided so we can see look into this with you. ^MB,,107242,107240
107244,139818,True,"@139817 @AmazonHelp Yeah I had to cancel, order, and then cancel again the lady was as helpful as she could be but would have all been avoided if it was delivered the normal day and time they promised.",,107242,107240
107240,139817,True,Me when @115821 says my delivery will be here by 8 PM tonight and one item has delivered while the other two haven't even shipped yet.,107238,,107240
107245,AmazonHelp,False,"@139819 I can't promise it will help with your class, but there is a statistics skill you can add! 📈 We have a variety of skills to expand the things Alexa can help with. Additional details can be found here:  ^MB",,107246,107246
107246,139819,True,Can @115833 help me with my statistics class? #MBA2018,107245,,107246
107247,AmazonHelp,False,"@122926 I'm sorry to hear about this! We are unable to view orders via Twitter, but we'd like to help! When you get a moment, please contact us via phone or chat:  ^SW",,107248,107248
107248,122926,True,Soooo angry! Ordered something for my trip and @117795 failed to deliver because I wasn’t in despite putting several parcels through my letterbox before,107247,,107248
107249,AmazonHelp,False,"@139820 Just to confirm, which carrier is listed as delivering your order here:  Have you had a chance to contact back by phone for an update? If so, what insight was given? ^LI",107250,107251,107251
107250,139820,True,"@AmazonHelp It was a Prime delivery, I called again only to find the last person never bothered logging the complaint. At this point I’m one letter box down and on the bad side of my landlord with no clear outcome as to what will happen!",107252,107249,107251
107252,AmazonHelp,False,"@139820 When you called in again, what did the agent you spoke with advise?",107253,107250,107251
107253,139820,True,@AmazonHelp The agent put in a complaint to Logistics (which they said they did on Monday) but couldn’t tell me any outcome or what to expect.,107254,107252,107251
107254,AmazonHelp,False,"@139820 Thanks for letting us know! If you need us in the future, we're always here! ^MT",,107253,107251
107251,139820,True,"@AmazonHelp I called the number you gave me Monday, they put my claim through and said I would have an email in 24 hours, it is now well past that and I’ve had no contact since. To clarify, my house is still damaged, I still have half a letter box and amazon haven’t done anything",107249,,107251
107255,AmazonHelp,False,@139821 All the winners are published on our website and are contacted by our specialist team via email. Please stay tuned. ^MK,107256,107257,107261
107256,137122,True,@AmazonHelp @139821 Are results out for #LgQ6AppQuiz @AmazonHelp,107258,107255,107261
107258,AmazonHelp,False,@137122 We haven't made any announcement on it yet. Please stay tuned. ^SD,,107256,107261
107257,139821,True,@AmazonHelp Still nothing posted. What are the odds anyway?,"107255,107259",107260,107261
107260,AmazonHelp,False,"@139821 The option to notify about the Quiz contests is not available at the moment. However, this shall be shared as feedback internally. I would request you to keep a check on the application or website for all the latest updates. ^KK",107257,107261,107261
107261,139821,True,"@115850 
How do we get notified regarding the quiz?",107260,,107261
107262,AmazonHelp,False,@139822 All contest winners are listed here:  Kindly stay tuned while we announce the winners of LGQ6 quiz. ^NR,,107263,107263
107263,139822,True,"@115850 why you are playing fake quiz with fake prizes,worst amazon.
30th november
Aveeno baby quiz
Oneplus5T quiz
LGQ6 app quiz
Fake quiz",107262,,107263
107264,AmazonHelp,False,"@139823 At your convenience, please reach us directly via the following link. It will enable you to skip sign in so you can report this issue to us:  ^BV","107265,107266",107267,107270
107265,139823,True,@AmazonHelp I have emailed you now so will wait for your reply hopefully this can be resolved soon,,107264,107270
107266,139823,True,@AmazonHelp just received an email staying I have to send in Information of my address an so on  can you explain why this is? I've purchased from you  before with no hassle and now this?,107268,107264,107270
107268,AmazonHelp,False,"@139823 We don't have access to accounts over Twitter. However, you can reply to the e-mail you received with any questions. ^AJ",,107266,107270
107267,139823,True,@AmazonHelp I've had no emails only the confirmation  emails that password has been reset and still doesn't let me log in just says incorrect password,107264,107269,107270
107269,AmazonHelp,False,"@139823 I'm sorry to hear about the trouble, Tom! Just to confirm, have you received any e-mails regarding the status of your account? Please be sure to check spam/junk folders. Keep us posted! We want to help! ^SD",107267,107270,107270
107270,139823,True,anyone having trouble with #Amazon  transactions not going through and not accepting password even if you done a reset @115830,107269,,107270
107271,AmazonHelp,False,"@139824 As informed, request you to self ship the order and the refund will be processed once we receive the product.  (2/2) ^GD",,107272,107272
107272,139824,True,"@115850 
Pathetic services from u guys.i have requested a refund for my order on 1st nov u stupids hv not picked it up and now asking me to courier the product back to seller fucking worst service ever seen in my life.i vow to not use your fucking app again","107271,107273",,107272
107273,AmazonHelp,False,@139824 Due to courier constraints we're unable to extend our return pick up services for certain orders and certain pin codes. In these cases we request the customers to self return the items using any track-able courier of their choice. (1/2) ^GD,,107272,107272
107274,AmazonHelp,False,"@139825 I'm very sorry for any inconveniences. Whenever you have a chance, reach out to us here:  We'd be happy to look into this with you in real-time. ^SK",,107275,107275
107275,139825,True,".@115821 keeps sending me stuff I didn't order and now I really, genuinely want to meet the person who put two brown fedoras and some Ben Wa balls in his cart and clicked ""buy that shit!""",107274,,107275
107276,AmazonHelp,False,"@139826 Hi, melde dich gerne mal bei uns im Service - die Kollegen haben Einblick in dein Konto und sehen sich das gerne an:  Über den Reiter ""digitale Dienste"" erreichst du die richtigen Ansprechpartner. Gruß ^MI",,107277,107277
107277,139826,True,"@115825 habt ihr evtl. Probleme mit dem Download? Immer Fehlermeldung, Limit sei erreicht, habe  aber nur 4 Folgen runtergeladen. Nur bei diesem Gerät verwendet...",107276,,107277
107278,AmazonHelp,False,"@139827 We don't intend to keep you waiting. However, the winners of the contest will be announced soon on our website. Stay tuned. ^SD",,107279,107279
107279,139827,True,"@115850 
#LGQ6AppQuiz 
Where is result?? Winners result???",107278,,107279
107280,AmazonHelp,False,@139828 I'm sorry to hear that! Could you tell us more about what you're needing help with? We'd like to try to assist you here. ^MT,,107281,107281
107281,139828,True,@115830 Your customer service is an absolute joke. 2 live chats &amp; on hold over 3 times on phone call. 0 resolution and no help. Lost 2 hours of my life. Been passed off to some specialist team now with no email confirmation. So looks like I'm being contacted in 24 hours .. NOT!,107280,,107281
107282,AmazonHelp,False,"@139829 I'm so terribly sorry! We'd like to be sure we get this reported directly to the courier management, please contact us directly here:  ^NC",107283,107284,107284
107283,139829,True,"@AmazonHelp Thank you, have done",,107282,107284
107284,139829,True,#Amazon @AmazonHelp,107282,,107284
107285,AmazonHelp,False,@139830 Sehr schön! :),,107286,107288
107286,139830,True,"@AmazonHelp Wäre super, einen FireTV Stick fand er auch sinnlos und jetzt nutzt er ihn laufend :)",107285,107287,107288
107287,AmazonHelp,False,"@139830 Hi, deinen Wunsch nach dieser Option leite ich gerne weiter. :) Leider kann ich nicht versprechen, ob wir das umsetzen können. Liebe Grüße ^SI",107286,107288,107288
107288,139830,True,"@116316 Ist für die Zukunft geplant, dass man Amazon Prime verschenken kann? Wäre das perfekte Weihnachtsgeschenk für meinen Vater.",107287,,107288
107289,AmazonHelp,False,"@138642 I get your concern regarding the return of mobile. However, unless the phone was delivered to you in a damaged/defective condition, we'll not be unable to authorize a return for the order. For more details please visit the following link:",,107290,107290
107290,138642,True,"Hi Jeff,
I have purchased the wrong mobile set from amazon. Now, i want to return my mobile (order no 404-9391432-5602714). But amazon support team is saying that, they can't return. This mobile set is not useful for me. Please help me @115851 @115821 @AmazonHelp","107289,107291",,107290
107292,AmazonHelp,False,"@139831 Hi Harry, thanks for reaching out to us today! Since we don't have account access via Twitter could you reach out to us  by phone here:   We'd be happy to look into this for you!  ^AZ",107293,107294,107294
107293,139831,True,"@AmazonHelp If I don't get a delivery on the first for my order that I didn't even order, I'm gonna be upset again ☹️",,107292,107294
107294,139831,True,"Every now and then I get texts from Amazon saying ""your order will be delivered by DPD on ..."" I didn't order anything, yet on that day I'm wondering where the fuck is my delivery and nothing turns up 😠

@115830",107292,,107294
107295,AmazonHelp,False,"@139832 Bonsoir, avez-vous besoin d'assistance ? ^KD",107296,107297,107297
107296,139832,True,@AmazonHelp Bonsoir j'aimerais juste que mon colis soit envoyé à la date indiqué,107298,107295,107297
107298,AmazonHelp,False,@139832 Que dit le suivi de votre colis s'il vous plaît ? ^SB,107299,107296,107297
107299,139832,True,@AmazonHelp Date de livraison prévue aujourd'hui avant 20h,107300,107298,107297
107300,AmazonHelp,False,@139832 Je suis sincèrement désolée pour le désagrément causé par cela. Avez-vous signalé cet incident à notre service client s'il vous plait ? ^SB,107301,107299,107297
107301,139832,True,@AmazonHelp Non et je n'ai pas à le faire logiquement c'est a Amazon a honorer ses engagements,107302,107300,107297
107302,AmazonHelp,False,@139832 Notre service client est en mesure de vérifier l'état de cette livraison et prendre les mesures nécessaires si applicable. ^KD,,107301,107297
107297,139832,True,Oulala plus que 23 minute :/ vite @115821,107295,,107297
107291,AmazonHelp,False,"@138642 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK",,107290,107290
107303,AmazonHelp,False,"@128304 I'm sorry to hear about the recent delivery issues! Couriers are out making deliveries until 21:00, if not received by then, please reach us directly via phone or chat so we can look into available options for you:  ^BV",,107304,107306
107304,128304,True,"@115830 @AmazonHelp any idea all day been waiting, it dose not take all day to get from Enfield to Harlow now does it.....",107303,107305,107306
107305,128304,True,At Enfield out for delivery @115830 so is the parcel going to arrive today or another complete WAIST of time,107304,107306,107306
107306,128304,True,"Yet another day staying in for a delivery of parcels by the Amazon UK delivery network, last time they said it was delivered, this time, it's on the way today, still hoping for a delivery, but will not be holding my breath! 

Amazon",107305,,107306
107307,AmazonHelp,False,"@139833 Hi,he final date is calculated by confirming your delivery address in the order process. I will forward your feedback regarding the user experience! Regards ^MI",107308,107309,107309
107308,139833,True,"@AmazonHelp Thank you so much. I think once I'm logged in and you have all my infos already, is easier to show me a more accurate info (or, at least, show the range from 1 to 2 days) ;)",,107307,107309
107309,139833,True,"@116316, why you ALWAYS do this to me? I like you so much. don't bring me down :'(",107307,,107309
107310,AmazonHelp,False,@139834 Sorry to know the order is undeliverable. Kindly fill in your details here:  and I'll look into it. ^NR,,107311,107311
107311,139834,True,@AmazonHelp this is what happens with your courier.extremely frustrating.im loosing faith on @115850,107310,,107311
107312,AmazonHelp,False,@139835 Mi spiace! Puoi dirci se si tratta di un ordine spedito da Amazon o da un venditore terzo? ^FS,107313,107314,107314
107313,139835,True,@AmazonHelp La spedizione è stata fatta da Amazon,107315,107312,107314
107315,AmazonHelp,False,@139835 Grazie per il riscontro. Contatta i colleghi del Servizio Clienti da qui:  per ricevere assistenza. Restiamo a disposizione! ^PS,107316,107313,107314
107316,139835,True,@AmazonHelp Grazie a voi!,,107315,107314
107314,139835,True,"Quando ti arriva un pacchetto di #Amazon  a casa, ma non ci sei e il corriere lo lascia sopra la buca delle lettere ma quando torni a casa non c'è e nessuno sa niente... Che bello... #pacchispariti",107312,,107314
107317,AmazonHelp,False,"@139836 James, I'm so sorry, but we can't view orders or accounts from Twitter. Without giving any sensitive account information, would you mind telling us what's going on? ^VF","107318,107319,107320",107321,107323
107318,139836,True,@AmazonHelp It is truly unfortunate that you’re unable to view my communications within your company utilizing my email address,107322,107317,107323
107322,AmazonHelp,False,"@139836 Our account security policies prevent our team from accessing confidential customer information based off of posts on social media. Thank you for taking the time to let us know what happened, I'm glad to hear you've been in direct contact regarding this issue. ^JR",,107318,107323
107319,139836,True,"@AmazonHelp I could not possibly explain in the small space provided by twitter, but I fully intend on utilizing social networks to get my story out.",,107317,107323
107320,139836,True,@AmazonHelp I finally was able to get a number for a corporate employee In Washington state whom provided me a refund after days of empty promises and unfulfilled guarantees. I am still not happy with the several wasted days and plan to finish my holiday shopping with other vendors,,107317,107323
107321,139836,True,@115821 Absolutely a horrific experience with @115821 / still no call from the manager whom guaranteed a call back. Wondering why I do business with this company,107317,107323,107323
107323,139836,True,@115821 I encourage you to take a look at my account and my recent experience with your company and explain to me why I’ve yet to find any resolution - email is - __email__,107321,,107323
107324,AmazonHelp,False,"@138642 Sorry about this experience, Chandra. Please report this to our support team here:  and we'll look into this. ^MK",,107325,107325
107325,138642,True,"I am getting following message
First, visit this page from the mobile device that needs support. Then, follow the instructions to install the SmartChk app on that device.
This app saves time by finding the right team to help you. Learn more @115821 @AmazonHelp @115830",107324,,107325
107326,AmazonHelp,False,@139837 So sorry to hear about the issue with your delivery! Have you already contacted us regarding the missing TV?   ^GS,107327,107328,107328
107327,139837,True,@AmazonHelp Yes. All week. Utterly useless. Two now been stolen,107329,107326,107328
107329,AmazonHelp,False,@139837 Oh my! I'm sorry for the trouble! We'd like to help if we can. We don't have access to your account via Twitter. Please reach out to us here:  ^MO,107330,107327,107328
107330,139837,True,"@AmazonHelp Now a week late. Two missing TV’s, still no replacement and you have offered us a £5 voucher and month free #prime as #compensation utterly appalling #customerservice #shopping #disappointed",107331,107329,107328
107331,AmazonHelp,False,@139837 So sorry for the frustrations! We are here to help! I'd like a member of my team to look into this personally for you! Please provide us your information here:  and someone will be in touch soon! ^AD,107332,107330,107328
107332,139837,True,@AmazonHelp I have spoken endlessly to your colleagues - what is the point? I just can’t believe how derisory your offer of compensation has been. #amazon #disappointed #shopping,107333,107331,107328
107333,AmazonHelp,False,@139837 The link ^AD provided will allow a specialist from our team to take another look into the missing parcels and review all available options. ^CS,,107332,107328
107328,139837,True,Second TV gone missing from @115830 this week @AmazonHelp awful service as an @117795 member,107326,,107328
107334,AmazonHelp,False,"@139838 We understand your concern. We don't have access to your account via Twitter, but we'd like another chance to check into this for you. Please us the link provided by ^TK to contact us by phone or chat, so we can look at this in real time. ^AC",,107335,107337
107335,139838,True,"@AmazonHelp hello, she has done that, they have sorted the extra payments that went out but she still hasnt recieved her parcels, and they havent told her where they are, just says they were delivered last friday...Amazon is abit of a joke if im honest!",107334,107336,107337
107336,AmazonHelp,False,"@139838 Thanks for reaching out to us! We can help with this. When you have the time, please have your partner contact us via phone/chat here:  for real-time assistance. ^TK",107335,107337,107337
107337,139838,True,"@AmazonHelp hello, my partner has ordered some things &amp; they still havent arrived although when she checks her account it says they have been delivered,order number 202-1745465-0997939. also 2 extra payments have gone out of her bank account adding up to £19.99, any ideas? thanks",107336,,107337
108069,AmazonHelp,False,@139996 I'm so sorry about that! Please try this link:  instead. We're available in real-time via the Phone or Chat options in the link above. ^EZ,,108070,108074
108070,139996,True,@AmazonHelp “In real-time”? By that you mean over the phone? My order isn’t displaying either.,108069,108071,108074
108071,AmazonHelp,False,"@139996 I completely understand your frustration! Let's take a look into available options in real-time. When you have a free moment, please reach out to us here:",108070,108072,108074
108072,139996,True,@AmazonHelp Do you realise how unhelpful that response is? What do you suggest I do? Stay at work until 8pm? Change delivery to my home address and hope it’s delivered in the evening? Or just not shop with you? I’m all ears.,108071,108073,108074
108073,AmazonHelp,False,"@139996 I understand your concern, Adam! We'd like to help! Depending on your carrier, your package can usually be delivered anytime until 8:00 PM. ^HM",108072,108074,108074
108074,139996,True,"Hi @AmazonHelp. Any chance of my package arriving during work hours tomorrow? Because, you know, I’m not at home during the day, and I generally like to leave work at 5pm. Thanks.",108073,,108074
108075,AmazonHelp,False,"@139997 Oh no! Let's take a look into this further in real-time. When you have a chance, reach out to us here:",108076,108077,108083
108076,139997,True,@AmazonHelp It’s working on my tv downstairs now! I’m going to take it upstairs again and see if okay there too now.,108078,108075,108083
108078,AmazonHelp,False,@139997 Please keep us informed of how this goes! ^DO,,108076,108083
108077,139997,True,@AmazonHelp I have now tried in another tv and it’s as dead as anything.,108075,108079,108083
108079,AmazonHelp,False,"@139997 Thanks for the update, Charlotte! You may want to check that the Micro-USB power cable is fully connected on the Fire TV Stick. If you've got it connected directly to a USB port on the TV, please try the wall adapter as it may not be getting enough power. ^GS","108077,108080",108081,108083
108081,139997,True,@AmazonHelp I’ve plugged in the tv bit and now put the batteries in the remote but nothing is happening. The remote is dead.,108079,108082,108083
108082,AmazonHelp,False,"@139997 Sorry to hear you're having troubles with our Fire TV Stick! Without sharing personal account information, could you let us know what's going on with yours? ^TH",108081,108083,108083
108083,139997,True,@115821 why does your fire stick hate me?,108082,,108083
108084,AmazonHelp,False,@139998 Excellent! Thanks for letting us know! :) Enjoy the rest of your day! ^BL,108085,108086,108091
108085,139998,True,@AmazonHelp You too. :),,108084,108091
108086,139998,True,@AmazonHelp It came after all.  :) Thank you,108084,108087,108091
108087,AmazonHelp,False,"@139998 Ok, Keep an eye on the emails and keep us in the loop ^DJ","108086,108088",108089,108091
108089,139998,True,@AmazonHelp It says it has been dispatched.,108087,108090,108091
108090,AmazonHelp,False,"@139998 Hi Sarah. I'm so sorry to hear about the delay in your order! This certainly isn't what we strive for. Just to confirm, has your order already shipped? You can see the status here:  ^HC",108089,108091,108091
108091,139998,True,"@AmazonHelp Disappointed that I ordered something through Prime, expected to receive today and now had email to say won't be here for up to two more days.",108090,,108091
108092,AmazonHelp,False,"@139999 Parfait, vous serez contacté par ma collègue dans les brefs délais. ^ASZ",,108093,108106
108093,139999,True,@AmazonHelp Cest fait.,108092,108094,108106
108094,AmazonHelp,False,"@139999 N'ayant pas accès à votre compte via Twitter, vous devez remplir ce formulaire afin que nous puissions accéder à votre compte.
^MD",108093,108095,108106
108095,139999,True,@AmazonHelp Allo cest un PC que jai commander... Parce que je nai pas de pc !,108094,108096,108106
108096,AmazonHelp,False,"@139999 Afin que l’on puisse vérifier votre dossier, merci de remplir ce formulaire via un PC s'il vous plaît :  
^SA",108095,108097,108106
108097,139999,True,@AmazonHelp Oui,108096,108098,108106
108098,AmazonHelp,False,"@139999 Avez-vous envoyé un email à notre service client, c'est ça ? ^SB",108097,108099,108106
108099,139999,True,@AmazonHelp OUI. Via lappli Amazon mobile... Ca va durer longtemps le jeu de se renvoyer la balle la ?,108098,108100,108106
108100,AmazonHelp,False,@139999 L'avez-vous signalé à notre service client s'il vous plaît? ^SA,108099,108101,108106
108101,139999,True,@AmazonHelp,108100,108102,108106
108102,AmazonHelp,False,@139999 Quel est le mode de livraison indiqué sur les détails de la commande? L'avez-vous signalé à notre SAV?^FT,108101,108103,108106
108103,139999,True,"@AmazonHelp Non. Aucun. Ca le coûte 9 euros, alors que pour zero ca arrivais a la meme date que celle imposé dans le mail",108102,108104,108106
108104,AmazonHelp,False,"@139999 Bonjour,
Je suis désolée d'apprendre cela. Vous a-t-on indiqué la raison du changement de la date de livraison sur le mail que vous avez reçu?
^MD","108105,108103",108106,108106
108106,139999,True,"@120533 heu soucis! Jai commander qqch hier en livraison express pour 9 euros de plus a mon domicile. Livraison le samedi 25 novembre. La on me dit colis expédié, livraison prevu le mardi 28??? 😱",108104,,108106
108107,AmazonHelp,False,"@140000 Cristina, ¿el producto es vendido y enviado por Amazon o por un vendedor externo que utiliza nuestra plataforma? ^LC",108108,108109,108118
108108,140000,True,"@AmazonHelp Es vuestro y me consta en la pagina que llego al destino a las 20:30 de ayer, es decir ASM y que hoy estaba en reparto.","108110,108111",108107,108118
108110,AmazonHelp,False,@140000 Gracias por la información. En este caso para brindarte atención personalizada puedes ponerte en contacto con nuestro servicio al cliente a través del siguiente enlace:  ^MZ,108112,108108,108118
108112,140000,True,"@AmazonHelp Gracias, me consta que el problema no es vuestro, pero es un regalo y sienta mal que no llegue el dia que tendria que llegar.",108113,108110,108118
108113,AmazonHelp,False,"@140000 Comprendemos. Por favor, mantennos al tanto de lo que te indiquen nuestros colegas de Servicio al Cliente.  ^CR",108114,108112,108118
108114,140000,True,@AmazonHelp Ya me he puesto en contacto con atencion al cliente y se ha procedido a la correspondiente reclamacion. Muchas gracias por el servicio y decir que @6442 @130709 deja mucho que desear.,108115,108113,108118
108115,AmazonHelp,False,@140000 Cristina ¡Fue un placer ayudarte! Si hay algo más en lo que te podamos ayudar no dudes en contactarnos. 🙂  ^DS,,108114,108118
108111,140000,True,@AmazonHelp,,108108,108118
108109,140000,True,@AmazonHelp @130709 He mandando un mail a la direccion que pone en la pagina y sin contestacion hasta el momento.,"108107,108116",108117,108118
108117,AmazonHelp,False,"@140000 Hola Cristina, lamentamos el inconveniente. ¿Has conseguido hablar con @130709  para verificar lo que ocurrió con tu pedido? ^DA",108109,108118,108118
108118,140000,True,"@115821 a quien reclamo un paquete que tenia que llegar hoy, que se supone esta en reparto de @130709 desde las 9:12 y son las 20:33 y aun no ha llegado?",108117,,108118
108119,AmazonHelp,False,"@140001 Oi Daniel! Com relação a sua pergunta, estamos com promoções em diferentes produtos, você pode verificá-las no nosso site:  ^NP",,108120,108120
108120,140001,True,"@117086 Fala Amazon, qual é a melhor promoção que esta rolando hoje?",108119,,108120
108121,AmazonHelp,False,"@140002 Thanks for the info, Shaun! Can you let us know the original delivery date listed in your order confirmation email? ^GS",,108122,108125
108122,140002,True,"@AmazonHelp It was a prime product being filled by Amazon, When I purchased it on the 20th.",108121,108123,108125
108123,AmazonHelp,False,"@140002 Hello Shaun! I'm terribly sorry for the poor experience over the phone. I'd love to help trouble shoot this with you further! When you placed the order, what was the original delivery date that we promised? You can find that info here:   ^JD","108124,108122",108125,108125
108125,140002,True,@115821 customer service is horrible. Talked to someone who was obviously on drugs or drunk and asked for a supervisor 3 different times being put on hold all 3 times with the same rep coming back with no help. Still won't have my stuff for another 2 days. 5 days after ordering..,108123,,108125
108126,AmazonHelp,False,"@140003 Nous n'avons pas d'information sur les articles concernés, vous avez la possibilité de voir les offres en cours et suivre les offres à venir en cliquant sur la case dédiée dans le lien suivant :  ^ASZ",,108127,108127
108127,140003,True,"#BlackFriday
Je me demande s'il y aura des pack PS4 comme en 2016 où c'était console + 8 jeux (avec FF15 compris), pour l'instant je suis déçu, les enseignes sont pour l'instant pas au niveau de l'événement mais on est pas encore vendredi. Cc @131800 @6326 @120533.",108126,,108127
108128,AmazonHelp,False,"@140004 Oi Jessica, fica no olho do site, temos muitas surpresas pra vocês proximamente! 😉 ^AG",,108129,108129
108129,140004,True,"Alô, @117086 já pode fazer promoção de capa pra kindle tbm, viu?",108128,,108129
108130,AmazonHelp,False,"@140005 Prime Benefits include One-Day delivery, which takes one business day after dispatch, including Saturdays but not public holidays. A full list of benefits can be found here:  ^MB",108131,108132,108134
108131,140005,True,@AmazonHelp So why is my package not being delivered until Monday? It was ordered today.,,108130,108134
